agency,year,state,population,ORI,card_unfound_pt,card_unfound_type,card_actual_type,card_tot_clr_type,card_clr_18_type,card_officers_type,card_actual_pt,card_tot_clr_pt,card_clr_18_pt,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_theft_under50_dollar,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_theft_under50_dollar,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_theft_under50_dollar,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total
Erie County Sheriff's Office,2020-11-01,New York,126954,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,2,0,0,0,0,0,1,1,0,0,0,12,0,2,2,3,5,5,1,4,0,29,0,0,0,0,47,0,7,8,34,42,0,0,1,1,0,0,0,0,0,0,9,0,2,0,3,4,0,0,0,0,5,0,0,0,0,15,0,5,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2020-10-01,New York,126954,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,2,0,0,0,0,0,0,0,0,0,0,16,1,0,1,3,11,5,3,2,0,53,3,3,0,0,77,0,5,5,61,66,0,0,0,0,0,0,0,0,0,0,9,0,0,1,1,7,1,0,1,0,14,1,1,0,0,25,0,2,2,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2020-09-01,New York,126954,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,4,4,0,4,0,40,1,1,0,0,51,0,2,2,45,47,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,1,0,1,0,10,0,0,0,0,14,0,1,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2020-08-01,New York,126954,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,3,2,2,8,5,2,3,0,45,2,1,1,0,67,0,7,7,52,59,0,0,2,2,0,0,0,0,0,0,11,1,2,2,2,4,1,1,0,0,12,1,0,1,0,27,0,7,9,14,23,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2020-07-01,New York,126954,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,3,6,5,1,4,0,48,1,1,0,0,64,0,4,4,54,58,0,0,1,1,0,0,0,0,0,0,6,0,1,0,3,2,0,0,0,0,5,0,0,0,0,12,0,4,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2020-06-01,New York,126954,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,5,9,4,5,0,38,1,1,0,0,55,0,2,2,48,50,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,3,2,0,2,0,7,1,1,0,0,14,0,0,1,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2020-05-01,New York,126954,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1,2,0,0,8,5,4,1,0,35,4,4,0,0,56,0,3,4,44,48,1,0,0,0,0,0,0,0,0,0,6,1,1,0,0,4,1,1,0,0,1,0,0,0,0,9,0,2,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2020-04-01,New York,126954,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,3,0,0,0,0,0,0,0,0,0,0,9,1,0,1,2,5,2,0,1,1,43,2,2,0,0,56,0,4,4,47,51,0,0,2,1,1,0,0,0,0,0,4,0,0,1,2,1,1,0,0,1,3,1,1,0,0,11,0,3,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2020-03-01,New York,126954,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,5,1,1,0,0,22,1,1,0,0,32,0,3,3,24,27,0,0,1,1,0,0,0,0,0,0,6,0,0,0,2,4,0,0,0,0,9,0,0,0,0,16,0,2,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2020-02-01,New York,126954,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,1,0,0,0,0,0,2,0,0,0,2,8,0,1,1,1,5,2,1,1,0,35,3,3,0,0,50,0,3,5,40,45,0,0,1,1,0,1,0,0,0,1,3,0,1,1,0,1,0,0,0,0,16,0,0,0,0,21,0,2,4,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2020-01-01,New York,126954,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,1,6,5,0,5,0,50,5,5,0,0,68,0,1,2,60,62,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,2,5,0,5,0,14,2,2,0,0,25,0,2,2,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2019-12-01,New York,127531,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1,0,1,1,7,4,2,2,0,38,3,3,0,0,55,0,3,3,45,48,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,5,0,0,0,0,12,0,0,0,0,19,0,2,2,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2019-12-01,New York,127531,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1,0,1,1,7,4,2,2,0,38,3,3,0,0,55,0,3,3,45,48,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,5,0,0,0,0,12,0,0,0,0,19,0,2,2,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2019-11-01,New York,127531,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,6,11,3,0,2,1,23,1,1,0,0,44,0,6,6,27,33,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,5,1,0,1,0,7,1,1,0,0,15,0,0,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Erie County Sheriff's Office,2019-11-01,New York,127531,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,6,11,3,0,2,1,23,1,1,0,0,44,0,6,6,27,33,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,5,1,0,1,0,7,1,1,0,0,15,0,0,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Erie County Sheriff's Office,2019-10-01,New York,127531,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,2,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,8,14,8,5,1,30,3,3,0,0,56,0,1,1,47,48,0,0,1,1,0,1,0,0,0,1,10,1,0,0,0,9,2,0,1,1,13,2,2,0,0,29,0,1,3,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2019-10-01,New York,127531,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,2,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,8,14,8,5,1,30,3,3,0,0,56,0,1,1,47,48,0,0,1,1,0,1,0,0,0,1,10,1,0,0,0,9,2,0,1,1,13,2,2,0,0,29,0,1,3,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2019-09-01,New York,127531,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,1,0,0,0,0,0,0,0,0,0,0,19,1,0,2,5,11,9,1,8,0,39,1,1,0,0,68,0,8,8,49,57,0,0,0,0,0,0,0,0,0,0,13,0,0,2,4,7,2,0,2,0,12,0,0,0,0,27,0,6,6,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2019-09-01,New York,127531,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,1,0,0,0,0,0,0,0,0,0,0,19,1,0,2,5,11,9,1,8,0,39,1,1,0,0,68,0,8,8,49,57,0,0,0,0,0,0,0,0,0,0,13,0,0,2,4,7,2,0,2,0,12,0,0,0,0,27,0,6,6,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2019-08-01,New York,127531,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,1,1,11,5,2,3,0,34,2,2,0,0,56,0,4,4,41,45,0,0,1,1,0,0,0,0,0,0,13,0,2,1,1,9,0,0,0,0,10,2,2,0,0,26,0,4,5,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2019-08-01,New York,127531,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,1,1,11,5,2,3,0,34,2,2,0,0,56,0,4,4,41,45,0,0,1,1,0,0,0,0,0,0,13,0,2,1,1,9,0,0,0,0,10,2,2,0,0,26,0,4,5,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2019-07-01,New York,127531,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,4,0,0,0,0,0,0,0,0,0,0,14,0,1,2,3,8,7,3,4,0,33,2,2,0,0,56,0,6,6,42,48,0,0,0,0,0,0,0,0,0,0,11,0,1,2,3,5,1,1,0,0,10,1,1,0,0,23,0,6,6,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2019-07-01,New York,127531,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,4,0,0,0,0,0,0,0,0,0,0,14,0,1,2,3,8,7,3,4,0,33,2,2,0,0,56,0,6,6,42,48,0,0,0,0,0,0,0,0,0,0,11,0,1,2,3,5,1,1,0,0,10,1,1,0,0,23,0,6,6,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2019-06-01,New York,127531,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,3,0,0,0,0,0,1,0,0,0,1,19,0,3,0,3,13,7,4,3,0,39,2,2,0,0,68,0,6,7,48,55,0,0,1,1,0,1,0,0,0,1,16,0,3,0,3,10,4,1,3,0,24,0,0,0,0,46,0,6,8,28,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2019-06-01,New York,127531,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,3,0,0,0,0,0,1,0,0,0,1,19,0,3,0,3,13,7,4,3,0,39,2,2,0,0,68,0,6,7,48,55,0,0,1,1,0,1,0,0,0,1,16,0,3,0,3,10,4,1,3,0,24,0,0,0,0,46,0,6,8,28,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2019-05-01,New York,127531,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,8,4,0,3,1,38,0,0,0,0,52,0,2,2,42,44,0,0,1,1,0,0,0,0,0,0,8,0,0,1,1,6,3,1,1,1,12,0,0,0,0,24,0,2,3,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2019-05-01,New York,127531,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,8,4,0,3,1,38,0,0,0,0,52,0,2,2,42,44,0,0,1,1,0,0,0,0,0,0,8,0,0,1,1,6,3,1,1,1,12,0,0,0,0,24,0,2,3,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2019-04-01,New York,127531,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,6,0,0,0,0,0,1,0,0,0,1,21,0,0,1,1,19,6,4,1,1,48,3,3,0,0,79,0,2,3,57,60,0,0,1,1,0,1,0,0,0,1,14,0,0,1,1,12,1,0,1,0,18,1,1,0,0,36,0,2,4,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2019-04-01,New York,127531,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,6,0,0,0,0,0,1,0,0,0,1,21,0,0,1,1,19,6,4,1,1,48,3,3,0,0,79,0,2,3,57,60,0,0,1,1,0,1,0,0,0,1,14,0,0,1,1,12,1,0,1,0,18,1,1,0,0,36,0,2,4,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2019-03-01,New York,127531,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,8,3,0,2,1,37,3,3,0,0,53,0,2,2,43,45,0,0,1,1,0,0,0,0,0,0,6,0,0,1,1,4,3,1,2,0,8,1,1,0,0,19,0,2,3,12,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2019-03-01,New York,127531,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,8,3,0,2,1,37,3,3,0,0,53,0,2,2,43,45,0,0,1,1,0,0,0,0,0,0,6,0,0,1,1,4,3,1,2,0,8,1,1,0,0,19,0,2,3,12,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2019-02-01,New York,127531,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,3,0,0,0,0,0,0,0,0,0,0,13,1,1,0,1,10,4,1,2,1,22,2,2,0,0,41,0,3,3,28,31,0,0,0,0,0,0,0,0,0,0,11,1,1,0,1,8,7,2,3,2,8,1,1,0,0,27,0,3,3,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2019-02-01,New York,127531,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,3,0,0,0,0,0,0,0,0,0,0,13,1,1,0,1,10,4,1,2,1,22,2,2,0,0,41,0,3,3,28,31,0,0,0,0,0,0,0,0,0,0,11,1,1,0,1,8,7,2,3,2,8,1,1,0,0,27,0,3,3,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2019-01-01,New York,127531,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,5,0,0,0,0,0,0,0,0,0,0,11,1,1,0,3,6,6,3,2,1,30,0,0,0,0,47,0,5,5,36,41,0,0,2,2,0,0,0,0,0,0,8,1,1,0,3,3,0,0,0,0,14,0,0,0,0,24,0,5,7,14,21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2019-01-01,New York,127531,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,5,0,0,0,0,0,0,0,0,0,0,11,1,1,0,3,6,6,3,2,1,30,0,0,0,0,47,0,5,5,36,41,0,0,2,2,0,0,0,0,0,0,8,1,1,0,3,3,0,0,0,0,14,0,0,0,0,24,0,5,7,14,21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie County Sheriff's Office,2018-12-01,New York,115821,NY01400,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,7,5,3,2,0,40,1,1,0,0,56,0,3,3,46,49,0,0,1,1,0,0,0,0,0,0,8,0,0,0,3,5,1,1,0,0,20,0,0,0,0,30,0,3,4,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
